sep=;
"Cluster";"Purkinje";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0035108";"limb morphogenesis";"10/263";"175/23328";3.13290287847455e-05;0.00443100206291244;0.00398270597200965;"Fgfr2/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Pcsk5/Plxna2/Sox11/Sox9";10
"H3K27me3";"H3K27me3";"GO:0048566";"embryonic digestive tract development";"5/263";"33/23328";3.21419838760488e-05;0.00443100206291244;0.00398270597200965;"Fgfr2/Pcsk5/Six2/Sox11/Tcf7l2";5
"H3K27me3";"H3K27me3";"GO:0035148";"tube formation";"10/263";"177/23328";3.45205634093543e-05;0.00454259232136731;0.0040830063515753;"Fgfr2/Hoxa1/Irx1/Irx2/Irx3/Lmo4/Pax3/Rgma/Sox11/Sox9";10
"H3K27me3";"H3K27me3";"GO:0072073";"kidney epithelium development";"9/263";"145/23328";4.09900469893294e-05;0.00515939939278733;0.00463740943513145;"Epha4/Fgfr2/Hoxa11/Irx1/Irx2/Irx3/Pou3f3/Six2/Sox9";9
"H3K27me3";"H3K27me3";"GO:0035270";"endocrine system development";"9/263";"147/23328";4.56328915529957e-05;0.00550446754358011;0.00494756613679848;"Hnf4a/Hoxa3/Hoxa5/Pax1/Rfx3/Six3/Slc6a3/Sox9/Tcf7l2";9
"H3K27me3";"H3K27me3";"GO:0007548";"sex differentiation";"13/263";"315/23328";6.51236423133148e-05;0.00692977090428087;0.00622866782124618;"Fancf/Gas2/Hnf4a/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Kit/Mir135a-2/Mmp2/Six3/Sox9/Tcf7l2";13
"H3K27me3";"H3K27me3";"GO:0048557";"embryonic digestive tract morphogenesis";"4/263";"20/23328";6.6362202412152e-05;0.00692977090428087;0.00622866782124618;"Fgfr2/Six2/Sox11/Tcf7l2";4
"H3K27me3";"H3K27me3";"GO:0072079";"nephron tubule formation";"4/263";"20/23328";6.6362202412152e-05;0.00692977090428087;0.00622866782124618;"Irx1/Irx2/Irx3/Sox9";4
"H3K27me3";"H3K27me3";"GO:0001656";"metanephros development";"7/263";"89/23328";6.70236909567753e-05;0.00692977090428087;0.00622866782124618;"Hoxa11/Irx1/Irx2/Irx3/Pou3f3/Six2/Sox9";7
"H3K27me3";"H3K27me3";"GO:0001822";"kidney development";"13/263";"318/23328";7.16726398966162e-05;0.00715490663795531;0.00643102598273812;"Cenpf/Epha4/Fgfr2/Gcnt1/Hoxa11/Irx1/Irx2/Irx3/Ndufs6/Pcsk5/Pou3f3/Six2/Sox9";13
"H3K27me3";"H3K27me3";"GO:0048565";"digestive tract development";"8/263";"123/23328";7.9070911782662e-05;0.00763034298702689;0.00685836119041195;"Ccdc39/Fgfr2/Hoxa5/Kit/Pcsk5/Six2/Sox11/Tcf7l2";8
"H3K27me3";"H3K27me3";"GO:0043010";"camera-type eye development";"14/263";"370/23328";8.68377723241201e-05;0.00810952744768799;0.00728906530340323;"Bcl11b/Fgfr2/Irx5/Irx6/Lpcat1/Maf/Mitf/Ntrk2/Rorb/Sdk2/Six3/Slc6a3/Sox11/Sox9";14
"H3K27me3";"H3K27me3";"GO:0072175";"epithelial tube formation";"9/263";"162/23328";9.67828905186875e-05;0.00875582712661251;0.00786997715007222;"Fgfr2/Irx1/Irx2/Irx3/Lmo4/Pax3/Rgma/Sox11/Sox9";9
"H3K27me3";"H3K27me3";"GO:0048736";"appendage development";"10/263";"202/23328";0.000104585822857833;0.00890517521098311;0.00800421529735488;"Fgfr2/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Pcsk5/Plxna2/Sox11/Sox9";10
"H3K27me3";"H3K27me3";"GO:0060173";"limb development";"10/263";"202/23328";0.000104585822857833;0.00890517521098311;0.00800421529735488;"Fgfr2/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Pcsk5/Plxna2/Sox11/Sox9";10
"H3K27me3";"H3K27me3";"GO:0072001";"renal system development";"13/263";"333/23328";0.000113713102928721;0.00940569808510423;0.00845409896059546;"Cenpf/Epha4/Fgfr2/Gcnt1/Hoxa11/Irx1/Irx2/Irx3/Ndufs6/Pcsk5/Pou3f3/Six2/Sox9";13
"H3K27me3";"H3K27me3";"GO:0072080";"nephron tubule development";"7/263";"98/23328";0.000123494597627531;0.00993102389254725;0.00892627617939344;"Hoxa11/Irx1/Irx2/Irx3/Pou3f3/Six2/Sox9";7
"H3K27me3";"H3K27me3";"GO:0060993";"kidney morphogenesis";"7/263";"101/23328";0.000149204442784077;0.0116742395097271;0.0104931261041889;"Gcnt1/Hoxa11/Irx1/Irx2/Irx3/Six2/Sox9";7
"H3K27me3";"H3K27me3";"GO:0055123";"digestive system development";"8/263";"136/23328";0.00015937939348579;0.0121421932668779;0.010913735753376;"Ccdc39/Fgfr2/Hoxa5/Kit/Pcsk5/Six2/Sox11/Tcf7l2";8
"H3K27me3";"H3K27me3";"GO:0048511";"rhythmic process";"12/263";"301/23328";0.000171148697559544;0.012608094796829;0.0113325008045674;"Gas2/Grin2a/Grin2b/Hnf4a/Hnrnpd/Mc3r/Nps/Ntrk2/Prkg2/Rorb/Six3/Zfhx3";12
"H3K27me3";"H3K27me3";"GO:0048839";"inner ear development";"10/263";"215/23328";0.000174205109455324;0.012608094796829;0.0113325008045674;"Atp8b1/Epha4/Fgfr2/Grxcr1/Gsdme/Hoxa1/Hoxa13/Maf/Sox9/Ush2a";10
"H3K27me3";"H3K27me3";"GO:0061326";"renal tubule development";"7/263";"104/23328";0.000179088320025518;0.0126453825969238;0.0113660161002074;"Hoxa11/Irx1/Irx2/Irx3/Pou3f3/Six2/Sox9";7
"H3K27me3";"H3K27me3";"GO:0001708";"cell fate specification";"7/263";"105/23328";0.000190060628044306;0.0131006075759111;0.0117751847750758;"Evx1/Hoxa11/Hoxa13/Lmo4/Six2/Sox6/Sox9";7
"H3K27me3";"H3K27me3";"GO:0035282";"segmentation";"7/263";"106/23328";0.000201569640060036;0.0135707932086932;0.0121978004951875;"Hoxa2/Irx1/Irx2/Irx3/Pax1/Pax3/Plxna2";7
"H3K27me3";"H3K27me3";"GO:0090596";"sensory organ morphogenesis";"12/263";"311/23328";0.000231159097556945;0.0152092178960762;0.0136704614631762;"Fgfr2/Hoxa1/Hoxa2/Irx5/Irx6/Ntrk2/Rorb/Sdk2/Six2/Six3/Sox11/Sox9";12
"H3K27me3";"H3K27me3";"GO:0016331";"morphogenesis of embryonic epithelium";"9/263";"183/23328";0.00024263121304897;0.0155628302922183;0.0139882979664989;"Fgfr2/Irx1/Irx2/Irx3/Lmo4/Pax3/Rgma/Sox11/Sox9";9
"H3K27me3";"H3K27me3";"GO:0030323";"respiratory tube development";"10/263";"225/23328";0.000251274130857811;0.0155628302922183;0.0139882979664989;"Ccbe1/Ccdc39/Ctsz/Fgfr2/Foxp1/Hoxa5/Insc/Pcsk5/Sox11/Sox9";10
"H3K27me3";"H3K27me3";"GO:0060042";"retina morphogenesis in camera-type eye";"6/263";"78/23328";0.000252660802671592;0.0155628302922183;0.0139882979664989;"Irx5/Irx6/Ntrk2/Rorb/Sdk2/Sox9";6
"H3K27me3";"H3K27me3";"GO:0072009";"nephron epithelium development";"7/263";"111/23328";0.000267857268398289;0.0156141988546805;0.0140344694368767;"Hoxa11/Irx1/Irx2/Irx3/Pou3f3/Six2/Sox9";7
"H3K27me3";"H3K27me3";"GO:0032330";"regulation of chondrocyte differentiation";"5/263";"51/23328";0.000269675282464257;0.0156141988546805;0.0140344694368767;"Hoxa11/Maf/Six2/Sox6/Sox9";5
"H3K27me3";"H3K27me3";"GO:0060428";"lung epithelium development";"5/263";"51/23328";0.000269675282464257;0.0156141988546805;0.0140344694368767;"Fgfr2/Foxp1/Hoxa5/Insc/Sox9";5
"H3K27me3";"H3K27me3";"GO:0060433";"bronchus development";"3/263";"12/23328";0.000289067527816232;0.0161513156104012;0.014517244682815;"Foxp1/Hoxa5/Sox9";3
"H3K27me3";"H3K27me3";"GO:0072078";"nephron tubule morphogenesis";"6/263";"80/23328";0.000290109986784409;0.0161513156104012;0.014517244682815;"Hoxa11/Irx1/Irx2/Irx3/Six2/Sox9";6
"H3K27me3";"H3K27me3";"GO:0001654";"eye development";"14/263";"418/23328";0.000305848858471653;0.0167062725523667;0.0150160551766023;"Bcl11b/Fgfr2/Irx5/Irx6/Lpcat1/Maf/Mitf/Ntrk2/Rorb/Sdk2/Six3/Slc6a3/Sox11/Sox9";14
"H3K27me3";"H3K27me3";"GO:0048593";"camera-type eye morphogenesis";"8/263";"151/23328";0.000325367613369917;0.0173989277564586;0.0156386326384749;"Irx5/Irx6/Ntrk2/Rorb/Sdk2/Six3/Sox11/Sox9";8
"H3K27me3";"H3K27me3";"GO:0072088";"nephron epithelium morphogenesis";"6/263";"82/23328";0.000331781506413803;0.0173989277564586;0.0156386326384749;"Hoxa11/Irx1/Irx2/Irx3/Six2/Sox9";6
"H3K27me3";"H3K27me3";"GO:0150063";"visual system development";"14/263";"422/23328";0.000336559569727696;0.0173989277564586;0.0156386326384749;"Bcl11b/Fgfr2/Irx5/Irx6/Lpcat1/Maf/Mitf/Ntrk2/Rorb/Sdk2/Six3/Slc6a3/Sox11/Sox9";14
"H3K27me3";"H3K27me3";"GO:0021953";"central nervous system neuron differentiation";"10/263";"235/23328";0.000355076646728098;0.0180341560048744;0.0162095931802744;"Bcl11b/Epha4/Evx1/Fgfr2/Hoxa1/Lmo4/Ntrk2/Pax3/Prdm8/Tfap2c";10
"H3K27me3";"H3K27me3";"GO:0048880";"sensory system development";"14/263";"426/23328";0.000369875847641514;0.0183169651872414;0.0164637898165115;"Bcl11b/Fgfr2/Irx5/Irx6/Lpcat1/Maf/Mitf/Ntrk2/Rorb/Sdk2/Six3/Slc6a3/Sox11/Sox9";14
"H3K27me3";"H3K27me3";"GO:0072028";"nephron morphogenesis";"6/263";"84/23328";0.000378000949023416;0.0183169651872414;0.0164637898165115;"Hoxa11/Irx1/Irx2/Irx3/Six2/Sox9";6
"H3K27me3";"H3K27me3";"GO:0048863";"stem cell differentiation";"10/263";"237/23328";0.000379626221497232;0.0183169651872414;0.0164637898165115;"Fgfr2/Hoxa7/Kbtbd8/Kit/Pax3/Six3/Sox11/Sox6/Sox9/Tafa1";10
"H3K27me3";"H3K27me3";"GO:0001838";"embryonic epithelial tube formation";"8/263";"155/23328";0.00038783074471481;0.0184060656713012;0.0165438757710959;"Irx1/Irx2/Irx3/Lmo4/Pax3/Rgma/Sox11/Sox9";8
"H3K27me3";"H3K27me3";"GO:0061333";"renal tubule morphogenesis";"6/263";"86/23328";0.000429106460934791;0.0200365032968745;0.0180093577492496;"Hoxa11/Irx1/Irx2/Irx3/Six2/Sox9";6
"H3K27me3";"H3K27me3";"GO:0002067";"glandular epithelial cell differentiation";"5/263";"57/23328";0.000455002380048742;0.0209084427022398;0.0187930807599079;"Fgfr2/Foxp1/Hnf4a/Hoxa5/Rfx3";5
"H3K27me3";"H3K27me3";"GO:0032526";"response to retinoic acid";"6/263";"88/23328";0.000485448525679045;0.0215845427314113;0.0194007779772925;"Halr1/Hoxa1/Hoxa2/Rorb/Sox9/Tead1";6
"H3K27me3";"H3K27me3";"GO:0035019";"somatic stem cell population maintenance";"5/263";"58/23328";0.000493395147133621;0.0215845427314113;0.0194007779772925;"Kit/Six2/Sox9/Tcf7l2/Tfap2c";5
"H3K27me3";"H3K27me3";"GO:0060487";"lung epithelial cell differentiation";"4/263";"33/23328";0.000499538640070658;0.0215845427314113;0.0194007779772925;"Foxp1/Hoxa5/Insc/Sox9";4
"H3K27me3";"H3K27me3";"GO:0060740";"prostate gland epithelium morphogenesis";"4/263";"33/23328";0.000499538640070658;0.0215845427314113;0.0194007779772925;"Fgfr2/Hoxa13/Mmp2/Sox9";4
"H3K27me3";"H3K27me3";"GO:0060479";"lung cell differentiation";"4/263";"34/23328";0.000561165308867105;0.0235445444807285;0.0211624812131119;"Foxp1/Hoxa5/Insc/Sox9";4
"H3K27me3";"H3K27me3";"GO:0060512";"prostate gland morphogenesis";"4/263";"34/23328";0.000561165308867105;0.0235445444807285;0.0211624812131119;"Fgfr2/Hoxa13/Mmp2/Sox9";4
"H3K27me3";"H3K27me3";"GO:0001889";"liver development";"7/263";"126/23328";0.00057736294847966;0.0238780819406945;0.0214622738141612;"Aurka/Cadm1/Ccdc39/Hnf4a/Hp/Mki67/Sox9";7
"H3K27me3";"H3K27me3";"GO:0060441";"epithelial tube branching involved in lung morphogenesis";"4/263";"35/23328";0.000628004326992619;0.0256066553048399;0.0230159628810342;"Ctsz/Fgfr2/Hoxa5/Sox9";4
"H3K27me3";"H3K27me3";"GO:0061008";"hepaticobiliary system development";"7/263";"129/23328";0.000664285015407284;0.0267097933278345;0.0240074935392808;"Aurka/Cadm1/Ccdc39/Hnf4a/Hp/Mki67/Sox9";7
"H3K27me3";"H3K27me3";"GO:0003401";"axis elongation";"4/263";"36/23328";0.000700296630504686;0.0271080054826715;0.0243654175268299;"Fgfr2/Nkd1/Sox9/Tfap2c";4
"H3K27me3";"H3K27me3";"GO:0008045";"motor neuron axon guidance";"4/263";"36/23328";0.000700296630504686;0.0271080054826715;0.0243654175268299;"Epha4/Foxp1/Hoxa1/Hoxa2";4
"H3K27me3";"H3K27me3";"GO:0002070";"epithelial cell maturation";"3/263";"16/23328";0.000711643667248027;0.0271080054826715;0.0243654175268299;"Hoxa5/Rfx3/Six3";3
"H3K27me3";"H3K27me3";"GO:0048681";"negative regulation of axon regeneration";"3/263";"16/23328";0.000711643667248027;0.0271080054826715;0.0243654175268299;"Epha4/Rgma/Tnr";3
"H3K27me3";"H3K27me3";"GO:0060041";"retina development in camera-type eye";"8/263";"172/23328";0.000771354170616587;0.0290009132978574;0.0260668148976651;"Irx5/Irx6/Lpcat1/Ntrk2/Rorb/Sdk2/Six3/Sox9";8
"H3K27me3";"H3K27me3";"GO:0001894";"tissue homeostasis";"10/263";"261/23328";0.000802168821465548;0.0297728043351636;0.0267606116958547;"Hoxa13/Lpcat1/Mc4r/Nod2/Pantr2/Pdk4/Slc1a1/Slc28a3/Sox9/Ush2a";10
"H3K27me3";"H3K27me3";"GO:0007623";"circadian rhythm";"9/263";"217/23328";0.000834700835542173;0.0305880875809442;0.0274934105990706;"Hnf4a/Hnrnpd/Mc3r/Nps/Ntrk2/Prkg2/Rorb/Six3/Zfhx3";9
"H3K27me3";"H3K27me3";"GO:0060219";"camera-type eye photoreceptor cell differentiation";"4/263";"38/23328";0.000862208883432042;0.0308159841671082;0.0276982502903705;"Ntrk2/Rorb/Sdk2/Sox9";4
"H3K27me3";"H3K27me3";"GO:0072210";"metanephric nephron development";"4/263";"38/23328";0.000862208883432042;0.0308159841671082;0.0276982502903705;"Irx1/Irx2/Six2/Sox9";4
"H3K27me3";"H3K27me3";"GO:0060425";"lung morphogenesis";"5/263";"67/23328";0.000957875795964388;0.0338176881624013;0.0303962640259816;"Ctsz/Fgfr2/Hoxa5/Sox11/Sox9";5
"H3K27me3";"H3K27me3";"GO:0030324";"lung development";"9/263";"222/23328";0.000979959634581367;0.0341805197844947;0.0307223870220056;"Ccbe1/Ccdc39/Ctsz/Fgfr2/Foxp1/Hoxa5/Insc/Sox11/Sox9";9
"H3K27me3";"H3K27me3";"GO:0070571";"negative regulation of neuron projection regeneration";"3/263";"18/23328";0.0010198247978584;0.0351475332119056;0.0315915651667414;"Epha4/Rgma/Tnr";3
"H3K27me3";"H3K27me3";"GO:0050905";"neuromuscular process";"7/263";"140/23328";0.00107535594425621;0.0366253583367264;0.0329198748507909;"Grin2a/Grin2b/Hottip/Hoxa1/Rbfox1/Slc6a3/Tnr";7
"H3K27me3";"H3K27me3";"GO:0048592";"eye morphogenesis";"8/263";"182/23328";0.00111153741852136;0.0374174514723179;0.0336318298480392;"Irx5/Irx6/Ntrk2/Rorb/Sdk2/Six3/Sox11/Sox9";8
"H3K27me3";"H3K27me3";"GO:0060560";"developmental growth involved in morphogenesis";"10/263";"275/23328";0.00119071908182382;0.0395101328927983;0.0355127892049805;"Aurka/Cadm1/Fgfr2/Nedd4l/Nkd1/Rgma/Sox9/St8sia2/Tfap2c/Tnr";10
"H3K27me3";"H3K27me3";"GO:0060221";"retinal rod cell differentiation";"3/263";"19/23328";0.00120099885822669;0.0395101328927983;0.0355127892049805;"Ntrk2/Rorb/Sox9";3
"H3K27me3";"H3K27me3";"GO:0061035";"regulation of cartilage development";"5/263";"71/23328";0.00124511867063368;0.0405013320391517;0.0364037061360905;"Hoxa11/Maf/Six2/Sox6/Sox9";5
"H3K27me3";"H3K27me3";"GO:0021510";"spinal cord development";"6/263";"106/23328";0.00129174445776607;0.0415511133914751;0.037347278357868;"Evx1/Foxp1/Lmo4/Pax3/Sox11/Sox6";6
"H3K27me3";"H3K27me3";"GO:0060485";"mesenchyme development";"10/263";"281/23328";0.00139866630645823;0.0444960324966656;0.0399942522795227;"Fgfr2/Hoxa5/Kbtbd8/Pax1/Pax3/Six2/Sox11/Sox9/Tcf7l2/Tead1";10
"H3K27me3";"H3K27me3";"GO:0008406";"gonad development";"9/263";"236/23328";0.00149866985431226;0.0471592307416739;0.0423880077787175;"Fancf/Gas2/Hoxa10/Hoxa11/Hoxa9/Kit/Mmp2/Six3/Sox9";9
"H3K27me3";"H3K27me3";"GO:0048709";"oligodendrocyte differentiation";"6/263";"110/23328";0.00156253835782771;0.0486403069452819;0.0437192396213933;"Nkx2-2os/Ntrk2/Prdm8/Sox6/Sox9/Tcf7l2";6
"H3K27me3";"H3K27me3";"GO:0002065";"columnar/cuboidal epithelial cell differentiation";"7/263";"150/23328";0.00160195386585406;0.0493367706558245;0.0443452402731381;"Fgfr2/Foxp1/Grxcr1/Hnf4a/Hoxa5/Rfx3/Sox11";7
"H3K27me3";"H3K27me3";"GO:0032332";"positive regulation of chondrocyte differentiation";"3/263";"21/23328";0.00162122489943753;0.0494046956197016;0.0444062930904108;"Hoxa11/Sox6/Sox9";3
