sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0060173";"limb development";"21/575";"202/23328";3.20310444626567e-08;1.16505644450081e-05;1.07495572182332e-05;"Aldh1a2/Dicer1/Fgfr2/Gna12/Hotair/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxc13/Msx2/Pitx1/Ror2/Rpgrip1l/Tbx3/Tbx5/Traf3ip1/Zbtb16";21
"H3K27me3";"H3K27me3";"GO:0030326";"embryonic limb morphogenesis";"17/575";"143/23328";9.34882328190283e-08;2.87728015006871e-05;2.65476301616463e-05;"Aldh1a2/Dicer1/Gna12/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Msx2/Pitx1/Ror2/Rpgrip1l/Tbx3/Tbx5/Traf3ip1/Zbtb16";17
"H3K27me3";"H3K27me3";"GO:0035113";"embryonic appendage morphogenesis";"17/575";"143/23328";9.34882328190283e-08;2.87728015006871e-05;2.65476301616463e-05;"Aldh1a2/Dicer1/Gna12/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Msx2/Pitx1/Ror2/Rpgrip1l/Tbx3/Tbx5/Traf3ip1/Zbtb16";17
"H3K27me3";"H3K27me3";"GO:0010951";"negative regulation of endopeptidase activity";"19/575";"182/23328";1.35202990335371e-07;3.86390831665586e-05;3.56508937673794e-05;"Ints1/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sorl1";19
"H3K27me3";"H3K27me3";"GO:0009954";"proximal/distal pattern formation";"9/575";"37/23328";2.12040023672545e-07;5.65581423142569e-05;5.2184165825938e-05;"Aldh1a2/Hes5/Hoxa10/Hoxa11/Hoxa9/Hoxb9/Hoxc10/Hoxc11/Hoxc9";9
"H3K27me3";"H3K27me3";"GO:0045165";"cell fate commitment";"24/575";"292/23328";3.02037251990657e-07;7.55281903259138e-05;6.96871475481076e-05;"Bcl11b/Cdon/Ets2/Evx1/Fgfr2/Foxc2/Gsc/Hand1/Hes5/Hoxa11/Hoxa13/Hoxa2/Hoxc10/Nfe2l1/Pitx1/Ror2/Rtf2/Runx1/Smad5/Sox1/Tbx3/Tbx5/Tfap2c/Tunar";24
"H3K27me3";"H3K27me3";"GO:0052548";"regulation of endopeptidase activity";"26/575";"346/23328";5.55705560960395e-07;0.000130786938200149;0.000120672408810409;"Casp9/Ctsd/Gper1/Gramd4/Ints1/Mgmt/Ngfr/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sorl1/Uaca";26
"H3K27me3";"H3K27me3";"GO:0035136";"forelimb morphogenesis";"9/575";"45/23328";1.26720701963951e-06;0.00028167196030987;0.000259888597536593;"Aldh1a2/Hoxa11/Hoxa13/Hoxa9/Msx2/Rpgrip1l/Tbx3/Tbx5/Zbtb16";9
"H3K27me3";"H3K27me3";"GO:0035115";"embryonic forelimb morphogenesis";"8/575";"36/23328";2.13638069369482e-06;0.000449876797656473;0.000415085157495166;"Aldh1a2/Hoxa11/Hoxa13/Hoxa9/Msx2/Rpgrip1l/Tbx3/Tbx5";8
"H3K27me3";"H3K27me3";"GO:0043434";"response to peptide hormone";"24/575";"336/23328";3.64752564389241e-06;0.000729687505060676;0.000673256443848983;"Cela2a/Erfe/Foxc2/Gper1/Igf2/Ins2/Pdk2/Plcd1/Ppara/Prlh/Ptpre/Scly/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3k/Serpina3m/Serpina3n/Sorl1";24
"H3K27me3";"H3K27me3";"GO:0061448";"connective tissue development";"21/575";"276/23328";5.57991375715618e-06;0.00106310642582771;0.00098089010257377;"Barx2/Col5a1/Dicer1/Foxc2/Fto/Hand1/Hes5/Hoxa11/Hoxa3/Hoxa5/Hoxb3/Hoxc4/Msx2/Pitx1/Ror2/Runx1/Smad5/Sorl1/Tgfbr2/Uncx/Zbtb16";21
"H3K27me3";"H3K27me3";"GO:0021602";"cranial nerve morphogenesis";"7/575";"30/23328";6.62707533724842e-06;0.00120522401928777;0.0011120168998914;"Hoxa1/Hoxa3/Hoxb1/Hoxb2/Hoxb3/Mafb/Tifab";7
"H3K27me3";"H3K27me3";"GO:1901652";"response to peptide";"26/575";"400/23328";7.99015668533922e-06;0.0013459920070527;0.00124189846452435;"Cela2a/Erfe/Foxc2/Gper1/Igf2/Ins2/Kat7/Ngfr/Pdk2/Plcd1/Ppara/Prlh/Ptpre/Scly/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3k/Serpina3m/Serpina3n/Sorl1";26
"H3K27me3";"H3K27me3";"GO:0001655";"urogenital system development";"25/575";"376/23328";8.07393355892649e-06;0.0013459920070527;0.00124189846452435;"Acvr2b/Aldh1a2/Cyp4a12a/Cyp4a29/Cys1/Fgfr2/Foxb1/Foxc2/Foxf1/Gcnt3/Hes5/Hoxa11/Hoxa13/Hoxb13/Hoxb7/Hoxc11/Itga3/Kcnj1/Mir125b-1/Myo1e/Rpgrip1l/Rxra/Smad5/Traf3ip1/Zbtb16";25
"H3K27me3";"H3K27me3";"GO:0051346";"negative regulation of hydrolase activity";"26/575";"405/23328";9.94556713368116e-06;0.00158088600890389;0.0014586267204846;"Elfn1/Fzd10/Ints1/Ppp1r9b/Rimbp2/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sh3bp4/Sorl1/Tmem132d/Tmem225";26
"H3K27me3";"H3K27me3";"GO:0051216";"cartilage development";"17/575";"200/23328";1.02731907601852e-05;0.00158088600890389;0.0014586267204846;"Barx2/Dicer1/Hand1/Hes5/Hoxa11/Hoxa3/Hoxa5/Hoxb3/Hoxc4/Msx2/Pitx1/Ror2/Runx1/Smad5/Tgfbr2/Uncx/Zbtb16";17
"H3K27me3";"H3K27me3";"GO:0010466";"negative regulation of peptidase activity";"19/575";"246/23328";1.25091292138006e-05;0.00185366762905245;0.00171031252057695;"Ints1/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sorl1";19
"H3K27me3";"H3K27me3";"GO:0048732";"gland development";"28/575";"471/23328";1.88568652404303e-05;0.00268890512460265;0.00248095614832647;"Bcl11b/Bsx/Cadm1/Cdk5rap3/Drd2/Fgfr2/Foxb1/Foxf1/Hoxa13/Hoxa3/Hoxa5/Hoxa9/Hoxb13/Hoxb3/Hoxb9/Hrh2/Igf2/Mad1l1/Mafb/Mki67/Msx2/Pitx1/Rpgrip1l/Runx1/Rxra/Tbx3/Tfap2c/Tgfbr2";28
"H3K27me3";"H3K27me3";"GO:0052547";"regulation of peptidase activity";"26/575";"421/23328";1.94896897309365e-05;0.00268890512460265;0.00248095614832647;"Casp9/Ctsd/Gper1/Gramd4/Ints1/Mgmt/Ngfr/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sorl1/Uaca";26
"H3K27me3";"H3K27me3";"GO:0060216";"definitive hemopoiesis";"6/575";"25/23328";2.59506704439998e-05;0.00346095441488144;0.00319329828937219;"Cdk5rap3/Hoxa9/Hoxb3/Hoxb4/Mpl/Runx1";6
"H3K27me3";"H3K27me3";"GO:0035137";"hindlimb morphogenesis";"8/575";"51/23328";3.24890526676974e-05;0.0041127981996054;0.00379473112932718;"Dicer1/Hotair/Hottip/Msx2/Pitx1/Rpgrip1l/Tbx3/Zbtb16";8
"H3K27me3";"H3K27me3";"GO:0001763";"morphogenesis of a branching structure";"18/575";"241/23328";3.28941620563291e-05;0.0041127981996054;0.00379473112932718;"Celsr1/Clic4/Dicer1/Drd2/Fgfr2/Foxc2/Foxf1/Gbx2/Hoxa11/Hoxa13/Hoxa5/Hoxb13/Hoxb7/Msx2/Rxra/Tbx3/Tfap2c/Tgfbr2";18
"H3K27me3";"H3K27me3";"GO:0061138";"morphogenesis of a branching epithelium";"17/575";"222/23328";3.95179897591513e-05;0.00477141941780231;0.00440241726364006;"Celsr1/Clic4/Dicer1/Fgfr2/Foxc2/Foxf1/Gbx2/Hoxa11/Hoxa13/Hoxa5/Hoxb13/Hoxb7/Msx2/Rxra/Tbx3/Tfap2c/Tgfbr2";17
"H3K27me3";"H3K27me3";"GO:0030099";"myeloid cell differentiation";"25/575";"414/23328";4.05469283192398e-05;0.00477141941780231;0.00440241726364006;"Brd1/Cd81/Cdk5rap3/Ets1/Fli1/Hoxa5/Hoxa7/Hoxa9/Hoxb7/Hoxb8/Irf8/Kat7/Mafb/Mpl/Nfe2l1/Pilrb1/Prdm16/Ror2/Runx1/Sfxn1/Smad5/Tgfbr2/Tirap/Zbtb16/Zfp385a";25
"H3K27me3";"H3K27me3";"GO:0030900";"forebrain development";"24/575";"393/23328";4.82261866864303e-05;0.00551294208378308;0.00508659358524244;"Aldh1a2/Bcl11b/Ccdc85c/Cdon/Dicer1/Drd1/Drd2/Fgfr2/Foxb1/Gbx2/Gsc/Hes5/Igf2bp1/Ncam1/Pax5/Pitx1/Rpgrip1l/Sox1/Szt2/Tacc2/Tbx3/Tfap2c/Trp73/Uncx";24
"H3K27me3";"H3K27me3";"GO:0043588";"skin development";"19/575";"275/23328";5.80925181894022e-05;0.00645633792432772;0.00595703103187817;"Barx2/Bcl11b/Cela2a/Celsr1/Clic4/Col5a1/Dicer1/Elovl1/Fgfr2/Grhl1/Hoxa7/Hoxc13/Itga3/Kazn/Macroh2a1/Msx2/Ngfr/Runx1/Tfap2c";19
"H3K27me3";"H3K27me3";"GO:0031047";"gene silencing by RNA";"14/575";"169/23328";8.08091457145423e-05;0.00873830789199686;0.00806252273174679;"Dicer1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g/Piwil1/Tdrd12";14
"H3K27me3";"H3K27me3";"GO:0072001";"renal system development";"21/575";"333/23328";8.9969066783896e-05;0.009472795689536;0.0087402082329951;"Acvr2b/Aldh1a2/Cyp4a12a/Cyp4a29/Cys1/Fgfr2/Foxc2/Foxf1/Gcnt3/Hes5/Hoxa11/Hoxb7/Hoxc11/Itga3/Kcnj1/Mir125b-1/Myo1e/Rpgrip1l/Smad5/Traf3ip1/Zbtb16";21
"H3K27me3";"H3K27me3";"GO:0043583";"ear development";"17/575";"246/23328";0.00014009588436587;0.0142080799572191;0.0131092848919263;"Celsr1/Cys1/Dicer1/Fgfr2/Gbx2/Gsc/Hes5/Hmx2/Hmx3/Hoxa1/Hoxa13/Hoxa2/Kcnq1/Mafb/Ror2/Rpgrip1l/Tifab";17
"H3K27me3";"H3K27me3";"GO:0035195";"gene silencing by miRNA";"12/575";"136/23328";0.000142045288250128;0.0142080799572191;0.0131092848919263;"Dicer1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g";12
"H3K27me3";"H3K27me3";"GO:0021675";"nerve development";"9/575";"81/23328";0.000169975817455153;0.0165871523326358;0.0153043694946141;"Dicer1/Hoxa1/Hoxa3/Hoxb1/Hoxb2/Hoxb3/Mafb/Ngfr/Tifab";9
"H3K27me3";"H3K27me3";"GO:0045861";"negative regulation of proteolysis";"21/575";"350/23328";0.000179541599266329;0.0171034747301091;0.0157807616197247;"Caml/Ins2/Ints1/Serpina11/Serpina12/Serpina1a/Serpina1c/Serpina1e/Serpina3a/Serpina3b/Serpina3c/Serpina3f/Serpina3g/Serpina3i/Serpina3j/Serpina3k/Serpina3m/Serpina3n/Serpina5/Serpina9/Sorl1";21
"H3K27me3";"H3K27me3";"GO:0035116";"embryonic hindlimb morphogenesis";"6/575";"35/23328";0.000192949342726336;0.0174192351421047;0.0160721024068617;"Dicer1/Msx2/Pitx1/Rpgrip1l/Tbx3/Zbtb16";6
"H3K27me3";"H3K27me3";"GO:0048754";"branching morphogenesis of an epithelial tube";"14/575";"185/23328";0.000210501807523;0.0174192351421047;0.0160721024068617;"Celsr1/Clic4/Dicer1/Fgfr2/Foxc2/Foxf1/Gbx2/Hoxa11/Hoxa5/Hoxb7/Msx2/Tbx3/Tfap2c/Tgfbr2";14
"H3K27me3";"H3K27me3";"GO:1904321";"response to forskolin";"8/575";"66/23328";0.000212084744284044;0.0174192351421047;0.0160721024068617;"Mir100/Mir10a/Mir125b-1/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g";8
"H3K27me3";"H3K27me3";"GO:1904322";"cellular response to forskolin";"8/575";"66/23328";0.000212084744284044;0.0174192351421047;0.0160721024068617;"Mir100/Mir10a/Mir125b-1/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g";8
"H3K27me3";"H3K27me3";"GO:0021545";"cranial nerve development";"7/575";"50/23328";0.000212328639791736;0.0174192351421047;0.0160721024068617;"Hoxa1/Hoxa3/Hoxb1/Hoxb2/Hoxb3/Mafb/Tifab";7
"H3K27me3";"H3K27me3";"GO:0016458";"gene silencing";"18/575";"279/23328";0.000212531473091828;0.0174192351421047;0.0160721024068617;"Dicer1/Hotair/Kcnq1/Kcnq1ot1/Macroh2a1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g/Piwil1/Tdrd12";18
"H3K27me3";"H3K27me3";"GO:0035194";"post-transcriptional gene silencing by RNA";"12/575";"142/23328";0.000213332297416428;0.0174192351421047;0.0160721024068617;"Dicer1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g";12
"H3K27me3";"H3K27me3";"GO:0046628";"positive regulation of insulin receptor signaling pathway";"5/575";"24/23328";0.000257685522743477;0.0202395083791443;0.0186742671925858;"Erfe/Igf2/Ins2/Serpina12/Sorl1";5
"H3K27me3";"H3K27me3";"GO:0021953";"central nervous system neuron differentiation";"16/575";"235/23328";0.000257989234525458;0.0202395083791443;0.0186742671925858;"Bcl11b/Dicer1/Drd1/Drd2/Evx1/Fgfr2/Gbx2/Hes5/Hoxa1/Hoxc10/Nfe2l1/Sox1/Szt2/Tfap2c/Ulk1/Uncx";16
"H3K27me3";"H3K27me3";"GO:0016441";"posttranscriptional gene silencing";"12/575";"146/23328";0.0002761708562081;0.0212492229940117;0.0196058945895103;"Dicer1/Mir100/Mir10a/Mir135a-1/Mir196a-1/Mir196a-2/Mir196b/Mir26a-1/Mirlet7a-2/Mirlet7b/Mirlet7c-2/Mirlet7g";12
"H3K27me3";"H3K27me3";"GO:0090596";"sensory organ morphogenesis";"19/575";"311/23328";0.000286762913720026;0.0216478946753551;0.019973734625941;"Cdon/Celsr1/Col5a1/Fgfr2/Foxe3/Gbx2/Gsc/Hmx2/Hmx3/Hoxa1/Hoxa2/Hoxc13/Mafb/Ror2/Rpgrip1l/Sdk1/Sox1/Th/Tifab";19
"H3K27me3";"H3K27me3";"GO:0035282";"segmentation";"10/575";"106/23328";0.000292857540371822;0.0216985744264382;0.0200204950113836;"Aldh1a2/Foxb1/Foxc2/Foxf1/Hes5/Hoxa2/Mafb/Ror2/Tbx3/Tifab";10
"H3K27me3";"H3K27me3";"GO:0030432";"peristalsis";"4/575";"14/23328";0.000300317491639529;0.0218467324372683;0.0201571950847814;"Drd1/Drd2/Tbx3/Tifab";4
"H3K27me3";"H3K27me3";"GO:0048839";"inner ear development";"15/575";"215/23328";0.000306962889887098;0.0219314021863978;0.0202353168201889;"Celsr1/Cys1/Dicer1/Fgfr2/Gbx2/Hes5/Hmx2/Hmx3/Hoxa1/Hoxa13/Kcnq1/Mafb/Ror2/Rpgrip1l/Tifab";15
"H3K27me3";"H3K27me3";"GO:0042475";"odontogenesis of dentin-containing tooth";"9/575";"88/23328";0.000319745849625919;0.0224439148132158;0.0207081938067977;"Acvr2b/Bcl11b/Dicer1/Dlx3/Hand1/Msx2/Ngfr/Ppara/Slc24a4";9
"H3K27me3";"H3K27me3";"GO:0042733";"embryonic digit morphogenesis";"8/575";"71/23328";0.000352830363727723;0.0243392118150797;0.0224569162539587;"Gna12/Hoxa11/Hoxc11/Msx2/Ror2/Tbx3/Traf3ip1/Zbtb16";8
"H3K27me3";"H3K27me3";"GO:0001822";"kidney development";"19/575";"318/23328";0.000378327914165301;0.02565576245043;0.0236716502226175;"Acvr2b/Cyp4a12a/Cyp4a29/Cys1/Fgfr2/Foxc2/Gcnt3/Hes5/Hoxa11/Hoxb7/Hoxc11/Itga3/Kcnj1/Mir125b-1/Myo1e/Rpgrip1l/Smad5/Traf3ip1/Zbtb16";19
"H3K27me3";"H3K27me3";"GO:1904888";"cranial skeletal system development";"8/575";"72/23328";0.000388502538120015;0.025906644250303;0.0239031298453841;"Fgfr2/Foxc2/Hoxa1/Hoxa2/Msx2/Pax5/Tgfbr2/Tifab";8
"H3K27me3";"H3K27me3";"GO:0060442";"branching involved in prostate gland morphogenesis";"4/575";"15/23328";0.000401568584211178;0.0263389492693266;0.0243020021540742;"Fgfr2/Hoxa13/Hoxb13/Rxra";4
"H3K27me3";"H3K27me3";"GO:0021879";"forebrain neuron differentiation";"8/575";"73/23328";0.000427052953208687;0.0275586913836767;0.0254274143786565;"Bcl11b/Dicer1/Fgfr2/Gbx2/Hes5/Sox1/Tfap2c/Uncx";8
"H3K27me3";"H3K27me3";"GO:0021537";"telencephalon development";"16/575";"252/23328";0.000558055887827795;0.0354409778920477;0.0327001169358743;"Bcl11b/Ccdc85c/Cdon/Dicer1/Drd1/Drd2/Foxb1/Hes5/Igf2bp1/Pax5/Rpgrip1l/Szt2/Tacc2/Tfap2c/Trp73/Uncx";16
"H3K27me3";"H3K27me3";"GO:0045638";"negative regulation of myeloid cell differentiation";"9/575";"96/23328";0.000610065178013695;0.0381386058942624;0.0351891213699676;"Hoxa5/Hoxa7/Hoxa9/Hoxb8/Mafb/Pilrb1/Prdm16/Runx1/Zbtb16";9
"H3K27me3";"H3K27me3";"GO:0042471";"ear morphogenesis";"11/575";"138/23328";0.000635776212970166;0.0382687277413317;0.0353091801230877;"Celsr1/Fgfr2/Gbx2/Gsc/Hmx2/Hmx3/Hoxa1/Hoxa2/Mafb/Ror2/Tifab";11
"H3K27me3";"H3K27me3";"GO:0097306";"cellular response to alcohol";"11/575";"138/23328";0.000635776212970166;0.0382687277413317;0.0353091801230877;"Hoxa1/Mir100/Mir10a/Mir125b-1/Mir152/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g/Nfe2l1";11
"H3K27me3";"H3K27me3";"GO:0030262";"apoptotic nuclear changes";"5/575";"29/23328";0.000650405770160099;0.0382687277413317;0.0353091801230877;"Cdk5rap3/Dffb/Dicer1/Exog/Gper1";5
"H3K27me3";"H3K27me3";"GO:1900078";"positive regulation of cellular response to insulin stimulus";"5/575";"29/23328";0.000650405770160099;0.0382687277413317;0.0353091801230877;"Erfe/Igf2/Ins2/Serpina12/Sorl1";5
"H3K27me3";"H3K27me3";"GO:0042476";"odontogenesis";"10/575";"119/23328";0.000736312158181813;0.0426954339838469;0.0393935429251506;"Acvr2b/Bcl11b/Dicer1/Dlx3/Fgfr2/Hand1/Msx2/Ngfr/Ppara/Slc24a4";10
"H3K27me3";"H3K27me3";"GO:2000027";"regulation of animal organ morphogenesis";"14/575";"210/23328";0.000755518197566861;0.0430989752056675;0.039765875911621;"Ajap1/Celsr1/Dicer1/Fgfr2/Foxc2/Hoxa11/Hoxb7/Hoxc11/Jhy/Ngfr/Ror2/Rxra/Tbx5/Tgfbr2";14
"H3K27me3";"H3K27me3";"GO:0006921";"cellular component disassembly involved in execution phase of apoptosis";"5/575";"30/23328";0.000764815605999098;0.0430989752056675;0.039765875911621;"Cdk5rap3/Dffb/Dicer1/Exog/Gper1";5
"H3K27me3";"H3K27me3";"GO:0097305";"response to alcohol";"14/575";"212/23328";0.000828669657520876;0.0460487124964031;0.0424874925281537;"Drd2/Hoxa1/Mir100/Mir10a/Mir125b-1/Mir152/Mir196a-1/Mir196a-2/Mir615/Mirlet7a-2/Mirlet7g/Nfe2l1/Tgfbr2/Th";14
"H3K27me3";"H3K27me3";"GO:0003214";"cardiac left ventricle morphogenesis";"4/575";"18/23328";0.000848855230675444;0.0465242435333212;0.0429262479304799;"Foxf1/Hand1/Tbx5/Tgfbr2";4
"H3K27me3";"H3K27me3";"GO:0060038";"cardiac muscle cell proliferation";"7/575";"63/23328";0.000893081729425406;0.0482867567490682;0.0445524555490028;"Fgfr2/Foxc2/Ncam1/Rxra/Tbx5/Tgfbr2/Trp73";7
