sep=;
"Cluster";"Bergmann";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0071229";"cellular response to acid chemical";"22/503";"185/23328";9.86730767030507e-11;3.16561170622787e-08;2.96019230109152e-08;"Anxa2/Atp5g1/Mir134/Mir154/Mir3072/Mir369/Mir376a/Mir376b/Mir376c/Mir377/Mir379/Mir382/Mir409/Mir487b/Mir495/Mir496a/Mir539/Mir543/Mir544/Mir654/Mir666/Mir667";22
"H3K27me3";"H3K27me3";"GO:0032069";"regulation of nuclease activity";"10/503";"27/23328";1.20685199641709e-10;3.54915057946327e-08;3.318842990147e-08;"Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";10
"H3K27me3";"H3K27me3";"GO:0071230";"cellular response to amino acid stimulus";"21/503";"173/23328";1.79139535022719e-10;4.8629493776552e-08;4.54738819673057e-08;"Atp5g1/Mir134/Mir154/Mir3072/Mir369/Mir376a/Mir376b/Mir376c/Mir377/Mir379/Mir382/Mir409/Mir487b/Mir495/Mir496a/Mir539/Mir543/Mir544/Mir654/Mir666/Mir667";21
"H3K27me3";"H3K27me3";"GO:0009954";"proximal/distal pattern formation";"11/503";"37/23328";2.16520172474809e-10;5.45785491902572e-08;5.10368977976335e-08;"Hes5/Hoxa10/Hoxa11/Hoxa9/Hoxb9/Hoxc10/Hoxc11/Hoxc9/Hoxd10/Hoxd11/Hoxd9";11
"H3K27me3";"H3K27me3";"GO:0043200";"response to amino acid";"21/503";"187/23328";7.66593098501588e-10;1.8035380297414e-07;1.68650481670349e-07;"Atp5g1/Mir134/Mir154/Mir3072/Mir369/Mir376a/Mir376b/Mir376c/Mir377/Mir379/Mir382/Mir409/Mir487b/Mir495/Mir496a/Mir539/Mir543/Mir544/Mir654/Mir666/Mir667";21
"H3K27me3";"H3K27me3";"GO:0001101";"response to acid chemical";"22/503";"207/23328";8.70213512197304e-10;1.91936467784018e-07;1.79481536890694e-07;"Anxa2/Atp5g1/Mir134/Mir154/Mir3072/Mir369/Mir376a/Mir376b/Mir376c/Mir377/Mir379/Mir382/Mir409/Mir487b/Mir495/Mir496a/Mir539/Mir543/Mir544/Mir654/Mir666/Mir667";22
"H3K27me3";"H3K27me3";"GO:1990830";"cellular response to leukemia inhibitory factor";"26/503";"311/23328";4.66010173763573e-09;9.57622230958157e-07;8.95481258759399e-07;"Dtx1/Mir127/Mir196a-1/Mir196a-2/Mir300/Mir323/Mir345/Mir369/Mir370/Mir376a/Mir380/Mir381/Mir382/Mir409/Mir410/Mir431/Mir433/Mir434/Mir485/Mir493/Mir494/Mir539/Mir540/Mir544/Mir665/Mir679";26
"H3K27me3";"H3K27me3";"GO:1990823";"response to leukemia inhibitory factor";"26/503";"312/23328";4.98334583040474e-09;9.57622230958157e-07;8.95481258759399e-07;"Dtx1/Mir127/Mir196a-1/Mir196a-2/Mir300/Mir323/Mir345/Mir369/Mir370/Mir376a/Mir380/Mir381/Mir382/Mir409/Mir410/Mir431/Mir433/Mir434/Mir485/Mir493/Mir494/Mir539/Mir540/Mir544/Mir665/Mir679";26
"H3K27me3";"H3K27me3";"GO:0060291";"long-term synaptic potentiation";"23/503";"248/23328";5.15580118679654e-09;9.57622230958157e-07;8.95481258759399e-07;"Drd2/Gip/Mir127/Mir134/Mir300/Mir337/Mir345/Mir369/Mir379/Mir381/Mir382/Mir410/Mir411/Mir433/Mir434/Mir487b/Mir539/Mir540/Mir541/Mir667/Mir673/Mir770/Nos1";23
"H3K27me3";"H3K27me3";"GO:0045071";"negative regulation of viral genome replication";"11/503";"58/23328";3.83209278903941e-08;6.76172772626003e-06;6.32295310191502e-06;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";11
"H3K27me3";"H3K27me3";"GO:0050806";"positive regulation of synaptic transmission";"26/503";"355/23328";6.93000480413686e-08;1.16457080732376e-05;1.08900075493579e-05;"Ccl2/Drd2/Gip/Igsf9b/Mir127/Mir134/Mir300/Mir337/Mir345/Mir369/Mir379/Mir381/Mir382/Mir410/Mir411/Mir433/Mir434/Mir487b/Mir539/Mir540/Mir541/Mir667/Mir673/Mir770/Nos1/Nps";26
"H3K27me3";"H3K27me3";"GO:0071260";"cellular response to mechanical stimulus";"11/503";"63/23328";9.40448153214768e-08;1.50856433304314e-05;1.41067222982215e-05;"Got1/Mir154/Mir300/Mir376a/Mir379/Mir410/Mir495/Mir665/Nos1/Pax2/Ptpn11";11
"H3K27me3";"H3K27me3";"GO:0035107";"appendage morphogenesis";"17/503";"175/23328";2.6731354755111e-07;3.93062295544945e-05;3.67556127882776e-05;"Evx2/Hotair/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";17
"H3K27me3";"H3K27me3";"GO:0035108";"limb morphogenesis";"17/503";"175/23328";2.6731354755111e-07;3.93062295544945e-05;3.67556127882776e-05;"Evx2/Hotair/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";17
"H3K27me3";"H3K27me3";"GO:0035136";"forelimb morphogenesis";"9/503";"45/23328";4.16913527861134e-07;5.69481201303636e-05;5.32527051374893e-05;"Hoxa11/Hoxa13/Hoxa9/Hoxd10/Hoxd11/Hoxd9/Sall1/Tbx3/Tbx5";9
"H3K27me3";"H3K27me3";"GO:0048736";"appendage development";"18/503";"202/23328";4.35703951124912e-07;5.69481201303636e-05;5.32527051374893e-05;"Evx2/Hotair/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxc13/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";18
"H3K27me3";"H3K27me3";"GO:0060173";"limb development";"18/503";"202/23328";4.35703951124912e-07;5.69481201303636e-05;5.32527051374893e-05;"Evx2/Hotair/Hottip/Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxc13/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";18
"H3K27me3";"H3K27me3";"GO:0021545";"cranial nerve development";"9/503";"50/23328";1.07123645349196e-06;0.000135014051584754;0.000126252867732981;"Hes3/Hoxa3/Hoxb1/Hoxb2/Hoxb3/Hoxd3/Mafb/Pax2/Sall1";9
"H3K27me3";"H3K27me3";"GO:0009612";"response to mechanical stimulus";"16/503";"176/23328";1.45661232246636e-06;0.00017725465124082;0.000165752436694448;"Asic2/Bdkrb1/Drd2/Got1/Mir154/Mir300/Mir376a/Mir379/Mir410/Mir495/Mir665/Nos1/Pax2/Pkd1l2/Pkdrej/Ptpn11";16
"H3K27me3";"H3K27me3";"GO:0048732";"gland development";"28/503";"471/23328";1.54289297372827e-06;0.000181495643476235;0.000169718227110109;"Bcl11b/Cadm1/Ccl11/Drd2/Foxb1/Foxf1/Hnf1b/Hnf4a/Hoxa13/Hoxa3/Hoxa5/Hoxa9/Hoxb13/Hoxb3/Hoxb9/Hoxd13/Hoxd3/Hoxd9/Icmt/Ly6e/Mad1l1/Mafb/Meg3/Mki67/Oas2/Tbx3/Tfap2c/Tgfbr2";28
"H3K27me3";"H3K27me3";"GO:1903901";"negative regulation of viral life cycle";"11/503";"83/23328";1.67252756857846e-06;0.000190398380306883;0.000178043257300288;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";11
"H3K27me3";"H3K27me3";"GO:0030326";"embryonic limb morphogenesis";"14/503";"143/23328";2.75088007600648e-06;0.000285656692026078;0.000267120171064341;"Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";14
"H3K27me3";"H3K27me3";"GO:0035113";"embryonic appendage morphogenesis";"14/503";"143/23328";2.75088007600648e-06;0.000285656692026078;0.000267120171064341;"Hoxa10/Hoxa11/Hoxa13/Hoxa9/Hoxc10/Hoxc11/Hoxd10/Hoxd11/Hoxd12/Hoxd13/Hoxd9/Sall1/Tbx3/Tbx5";14
"H3K27me3";"H3K27me3";"GO:0021602";"cranial nerve morphogenesis";"7/503";"30/23328";2.75214721702654e-06;0.000285656692026078;0.000267120171064341;"Hoxa3/Hoxb1/Hoxb2/Hoxb3/Hoxd3/Mafb/Pax2";7
"H3K27me3";"H3K27me3";"GO:0048245";"eosinophil chemotaxis";"6/503";"20/23328";2.92403501377593e-06;0.000294826273246151;0.000275694729870302;"Ccl1/Ccl11/Ccl12/Ccl2/Ccl7/Ccl8";6
"H3K27me3";"H3K27me3";"GO:0048167";"regulation of synaptic plasticity";"23/503";"365/23328";5.1352344321311e-06;0.00050339561974974;0.000470729822945351;"Drd2/Gip/Mir127/Mir134/Mir300/Mir337/Mir345/Mir369/Mir379/Mir381/Mir382/Mir410/Mir411/Mir433/Mir434/Mir487b/Mir539/Mir540/Mir541/Mir667/Mir673/Mir770/Nos1";23
"H3K27me3";"H3K27me3";"GO:0001763";"morphogenesis of a branching structure";"18/503";"241/23328";5.49793030680955e-06;0.000524383677100835;0.000490355946283014;"Ccl11/Celsr1/Drd2/Foxc2/Foxf1/Hnf1b/Hoxa11/Hoxa13/Hoxa5/Hoxb13/Hoxb7/Hoxd11/Hoxd13/Pax2/Sall1/Tbx3/Tfap2c/Tgfbr2";18
"H3K27me3";"H3K27me3";"GO:0061138";"morphogenesis of a branching epithelium";"17/503";"222/23328";7.17504242923227e-06;0.000666334861388439;0.000623095789907013;"Ccl11/Celsr1/Foxc2/Foxf1/Hnf1b/Hoxa11/Hoxa13/Hoxa5/Hoxb13/Hoxb7/Hoxd11/Hoxd13/Pax2/Sall1/Tbx3/Tfap2c/Tgfbr2";17
"H3K27me3";"H3K27me3";"GO:0045069";"regulation of viral genome replication";"11/503";"97/23328";7.86011432913857e-06;0.000711239576090513;0.000665086597080956;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";11
"H3K27me3";"H3K27me3";"GO:0072677";"eosinophil migration";"6/503";"24/23328";9.43597793793325e-06;0.000832489153574161;0.000778468179879494;"Ccl1/Ccl11/Ccl12/Ccl2/Ccl7/Ccl8";6
"H3K27me3";"H3K27me3";"GO:0035115";"embryonic forelimb morphogenesis";"7/503";"36/23328";1.00902144220757e-05;0.000868496748670857;0.000812139209581702;"Hoxa11/Hoxa13/Hoxa9/Hoxd11/Hoxd9/Tbx3/Tbx5";7
"H3K27me3";"H3K27me3";"GO:0048525";"negative regulation of viral process";"11/503";"104/23328";1.53950810001194e-05;0.00129355335355765;0.00120961350715224;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";11
"H3K27me3";"H3K27me3";"GO:0045165";"cell fate commitment";"19/503";"292/23328";2.16496796892083e-05;0.0017767841772841;0.00166148704591599;"Bcl11b/Chd5/Dmrt3/Ebf2/Evx1/Foxc2/Hand1/Hes5/Hnf1b/Hoxa11/Hoxa13/Hoxc10/Hoxd10/Pax2/Rtf2/Tbx3/Tbx5/Tfap2c/Tunar";19
"H3K27me3";"H3K27me3";"GO:0019079";"viral genome replication";"11/503";"115/23328";3.971637885881e-05;0.00318543411347137;0.00297872841441075;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3";11
"H3K27me3";"H3K27me3";"GO:0048754";"branching morphogenesis of an epithelial tube";"14/503";"185/23328";5.18448352244075e-05;0.00406578718904298;0.00380195458312321;"Ccl11/Celsr1/Foxc2/Foxf1/Hnf1b/Hoxa11/Hoxa5/Hoxb7/Hoxd11/Pax2/Sall1/Tbx3/Tfap2c/Tgfbr2";14
"H3K27me3";"H3K27me3";"GO:0021675";"nerve development";"9/503";"81/23328";6.17821755999016e-05;0.00473976734113158;0.00443219955390598;"Hes3/Hoxa3/Hoxb1/Hoxb2/Hoxb3/Hoxd3/Mafb/Pax2/Sall1";9
"H3K27me3";"H3K27me3";"GO:0001708";"cell fate specification";"10/503";"105/23328";9.19115295711522e-05;0.00690118697567226;0.00645336271457026;"Dmrt3/Evx1/Hnf1b/Hoxa11/Hoxa13/Hoxc10/Hoxd10/Pax2/Tbx3/Tbx5";10
"H3K27me3";"H3K27me3";"GO:1903900";"regulation of viral life cycle";"12/503";"159/23328";0.00018001594216164;0.0132349220810089;0.0123760960236127;"Ccnk/Oas1a/Oas1b/Oas1c/Oas1d/Oas1e/Oas1f/Oas1g/Oas1h/Oas2/Oas3/Snf8";12
"H3K27me3";"H3K27me3";"GO:2000027";"regulation of animal organ morphogenesis";"14/503";"210/23328";0.00019963861830468;0.0143780547754534;0.0134450498041927;"Ajap1/Celsr1/Dmrt3/Foxc2/Hnf1b/Hoxa11/Hoxb7/Hoxc11/Hoxd11/Hoxd13/Pax2/Sall1/Tbx5/Tgfbr2";14
"H3K27me3";"H3K27me3";"GO:0071361";"cellular response to ethanol";"5/503";"27/23328";0.000249099345729449;0.0175814318215845;0.0164405568181436;"Ccl7/Mir10a/Mir10b/Mir154/Mir496a";5
"H3K27me3";"H3K27me3";"GO:0071496";"cellular response to external stimulus";"16/503";"280/23328";0.000414727295558986;0.0286975024711306;0.0268352955949932;"Got1/Hrk/Map1lc3b/Mir154/Mir300/Mir376a/Mir379/Mir410/Mir495/Mir665/Myocd/Nos1/Nupr1l/Pax2/Ppara/Ptpn11";16
"H3K27me3";"H3K27me3";"GO:0003214";"cardiac left ventricle morphogenesis";"4/503";"18/23328";0.000513949552363475;0.034879384044052;0.0326160292846052;"Foxf1/Hand1/Tbx5/Tgfbr2";4
"H3K27me3";"H3K27me3";"GO:0007338";"single fertilization";"11/503";"154/23328";0.000529578741281973;0.0352619505280015;0.0329737706835945;"Cct6a/Hoxa10/Hoxa11/Hoxa9/Hoxd10/Hoxd11/Hoxd9/Pkdrej/Spaca3/Stx2/Trpc7";11
"H3K27me3";"H3K27me3";"GO:0055022";"negative regulation of cardiac muscle tissue growth";"5/503";"32/23328";0.000568636988992345;0.0364858169846179;0.0341182193395407;"Ppara/Tbx5/Tgfbr2/Trp73/Yy1";5
"H3K27me3";"H3K27me3";"GO:0061117";"negative regulation of heart growth";"5/503";"32/23328";0.000568636988992345;0.0364858169846179;0.0341182193395407;"Ppara/Tbx5/Tgfbr2/Trp73/Yy1";5
"H3K27me3";"H3K27me3";"GO:0001656";"metanephros development";"8/503";"89/23328";0.000677163692895879;0.0426734048612421;0.03990428904565;"Foxc2/Hes5/Hnf1b/Hoxa11/Hoxc11/Hoxd11/Pax2/Sall1";8
"H3K27me3";"H3K27me3";"GO:0071214";"cellular response to abiotic stimulus";"16/503";"294/23328";0.000703222096650793;0.0427874272255284;0.0400109123956486;"Asic2/Bdkrb2/Got1/Kcnk18/Mir154/Mir300/Mir376a/Mir379/Mir410/Mir434/Mir495/Mir665/Nos1/Pax2/Ptpn11/Yy1";16
"H3K27me3";"H3K27me3";"GO:0104004";"cellular response to environmental stimulus";"16/503";"294/23328";0.000703222096650793;0.0427874272255284;0.0400109123956486;"Asic2/Bdkrb2/Got1/Kcnk18/Mir154/Mir300/Mir376a/Mir379/Mir410/Mir434/Mir495/Mir665/Nos1/Pax2/Ptpn11/Yy1";16
"H3K27me3";"H3K27me3";"GO:0035137";"hindlimb morphogenesis";"6/503";"51/23328";0.000771995638808236;0.0461758069382078;0.0431794170858844;"Hotair/Hottip/Hoxd10/Hoxd9/Sall1/Tbx3";6
"H3K27me3";"H3K27me3";"GO:0042733";"embryonic digit morphogenesis";"7/503";"71/23328";0.000840310135886387;0.049424241159051;0.0462170574737513;"Hoxa11/Hoxc11/Hoxd11/Hoxd12/Hoxd13/Sall1/Tbx3";7
"LaminB1";"LaminB1";"GO:0051673";"membrane disruption in other organism";"7/83";"43/23328";1.61982797784246e-10;5.89617383934655e-08;5.02999214172132e-08;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0002227";"innate immune response in mucosa";"7/83";"74/23328";8.27998553012911e-09;1.5069573664835e-06;1.28557670073057e-06;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0002385";"mucosal immune response";"7/83";"91/23328";3.5477402246281e-08;4.30459147254877e-06;3.67222233777295e-06;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0002251";"organ or tissue specific immune response";"7/83";"95/23328";4.7884804132094e-08;4.35751717602056e-06;3.71737295235993e-06;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0019731";"antibacterial humoral response";"7/83";"104/23328";8.97227043597948e-08;6.53181287739306e-06;5.57225216550304e-06;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0050829";"defense response to Gram-negative bacterium";"7/83";"121/23328";2.54052247889313e-07;1.54125030386183e-05;1.31483180925171e-05;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0061844";"antimicrobial humoral immune response mediated by antimicrobial peptide";"7/83";"129/23328";3.93084333909248e-07;2.04403853632809e-05;1.74375757147711e-05;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0035821";"modulation of process of other organism";"7/83";"137/23328";5.91234777984708e-07;2.69011823983042e-05;2.29492446717748e-05;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0050830";"defense response to Gram-positive bacterium";"7/83";"151/23328";1.13914560069085e-06;4.60721109612742e-05;3.93038540589239e-05;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0019730";"antimicrobial humoral response";"7/83";"165/23328";2.06091873554052e-06;7.50174419736749e-05;6.39969502088898e-05;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0043313";"regulation of neutrophil degranulation";"3/83";"10/23328";5.11864035604841e-06;0.000169380462691056;0.000144497502874094;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0043312";"neutrophil degranulation";"3/83";"14/23328";1.53675853000344e-05;0.000430292388400964;0.000367079972753859;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:1902563";"regulation of neutrophil activation";"3/83";"14/23328";1.53675853000344e-05;0.000430292388400964;0.000367079972753859;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:2001044";"regulation of integrin-mediated signaling pathway";"3/83";"17/23328";2.84880651277776e-05;0.000740689693322217;0.000631878136292811;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0002283";"neutrophil activation involved in immune response";"3/83";"18/23328";3.4097911201917e-05;0.000827442645166518;0.000705886582776526;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0045217";"cell-cell junction maintenance";"3/83";"20/23328";4.73925512452336e-05;0.00107818054082906;0.000919789645877889;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0071222";"cellular response to lipopolysaccharide";"7/83";"285/23328";7.09382832402209e-05;0.00151891382937885;0.00129577669076565;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0071219";"cellular response to molecule of bacterial origin";"7/83";"295/23328";8.79956404992477e-05;0.00177946739676256;0.00151805344720924;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0071216";"cellular response to biotic stimulus";"7/83";"320/23328";0.00014565107746797;0.002790368010439;0.0023804469724682;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0042119";"neutrophil activation";"3/83";"33/23328";0.000219373636333438;0.00399260018126857;0.00340606435359811;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0002446";"neutrophil mediated immunity";"3/83";"35/23328";0.000261813516858006;0.00414348348418758;0.00353478203538269;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0034331";"cell junction maintenance";"3/83";"35/23328";0.000261813516858006;0.00414348348418758;0.00353478203538269;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0043302";"positive regulation of leukocyte degranulation";"3/83";"35/23328";0.000261813516858006;0.00414348348418758;0.00353478203538269;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0032496";"response to lipopolysaccharide";"7/83";"368/23328";0.000340947328329055;0.00517103447965734;0.0044113799060119;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
"LaminB1";"LaminB1";"GO:0036230";"granulocyte activation";"3/83";"39/23328";0.000361849250066864;0.00519112238046135;0.00442851677916743;"Cd177/Lypd10/Lypd11";3
"LaminB1";"LaminB1";"GO:0007229";"integrin-mediated signaling pathway";"4/83";"95/23328";0.000370794455747239;0.00519112238046135;0.00442851677916743;"Cd177/Col3a1/Lypd10/Lypd11";4
"LaminB1";"LaminB1";"GO:0002237";"response to molecule of bacterial origin";"7/83";"389/23328";0.00047515643628887;0.00640581269663514;0.00546476213275699;"Defa2/Defa27/Defa29/Defa3/Defa40/Defa41/Defa5";7
