sep=;
"Cluster";"MLI1";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"H3K27me3";"H3K27me3";"GO:0019209";"kinase activator activity";"9/559";"90/22669";0.000379250760417147;0.0215138613182091;0.0204323615420913;"Ccnk/Igf2/Irgm2/Tcl1/Tcl1b1/Tcl1b2/Tcl1b3/Tcl1b4/Tcl1b5";9
"H3K27me3";"H3K27me3";"GO:0140297";"DNA-binding transcription factor binding";"20/559";"365/22669";0.000802805472135453;0.0417458845510436;0.0396473228782684;"Cbx5/Cdk5rap3/Ctbp2/Ets2/Gsc/Gtf2a2/Hand1/Hes6/Hoxa4/Hoxb4/Hoxc4/Per2/Ppara/Prdm16/Runx1/Rxra/Setd3/Tacc2/Tbx3/Tle3";20
"LaminB1";"LaminB1";"GO:0030021";"extracellular matrix structural constituent conferring compression resistance";"4/95";"14/22669";2.80527850595174e-07;6.05940157285576e-05;5.4924400221792e-05;"Dcn/Hapln1/Lum/Vcan";4
"LaminB1";"LaminB1";"GO:0050661";"NADP binding";"5/95";"48/22669";1.72563558139544e-06;0.000186104629137253;0.000168691330504528;"Fmo1/Fmo2/Fmo3/Fmo4/Kcnab1";5
"LaminB1";"LaminB1";"GO:0016709";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen";"5/95";"52/22669";2.58478651579518e-06;0.000186104629137253;0.000168691330504528;"Fmo1/Fmo2/Fmo3/Fmo4/Fmo6";5
"LaminB1";"LaminB1";"GO:0004089";"carbonate dehydratase activity";"3/95";"15/22669";3.1277482369358e-05;0.00168898404794533;0.00153095045281595;"Car1/Car2/Car3";3
"LaminB1";"LaminB1";"GO:0004497";"monooxygenase activity";"6/95";"152/22669";4.37709687238525e-05;0.00189090584887043;0.00171397898581822;"Cyp2j11/Fmo1/Fmo2/Fmo3/Fmo4/Fmo6";6
"LaminB1";"LaminB1";"GO:0016705";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";"6/95";"213/22669";0.000278094576731038;0.0100114047623174;0.00907466513543387;"Cyp2j11/Fmo1/Fmo2/Fmo3/Fmo4/Fmo6";6
"LaminB1";"LaminB1";"GO:0005201";"extracellular matrix structural constituent";"5/95";"148/22669";0.000400598428919066;0.0116676999800704;0.0105759853620521;"Col5a2/Dcn/Hapln1/Lum/Vcan";5
"LaminB1";"LaminB1";"GO:0050660";"flavin adenine dinucleotide binding";"4/95";"84/22669";0.000432137036298903;0.0116676999800704;0.0105759853620521;"Fmo1/Fmo2/Fmo3/Fmo4";4
"LaminB1";"LaminB1";"GO:0008020";"G protein-coupled photoreceptor activity";"2/95";"10/22669";0.000765089935145392;0.0183621584434894;0.0166440617470226;"Gpr52/Gpr88";2
"LaminB1";"LaminB1";"GO:0009881";"photoreceptor activity";"2/95";"12/22669";0.00111601783652348;0.0241059852689071;0.0218504544835123;"Gpr52/Gpr88";2
"LaminB1";"LaminB1";"GO:0016836";"hydro-lyase activity";"3/95";"56/22669";0.00168276582787164;0.033043401710934;0.0299516214338876;"Car1/Car2/Car3";3
