sep=;
"Cluster";"category";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"ES";"ES";"GO:1990823";"response to leukemia inhibitory factor";"29/558";"312/23328";5.47420091500337e-10;2.00256222563396e-07;1.7145511573977e-07;"Adam23/Bclaf1/Eed/Elavl2/Enah/Gtf2h1/Hells/Hk2/Hnrnpu/Jarid2/Kat6b/Kdm5b/Mat2a/Mrpl15/Mtf2/Ncl/Pfkp/Phc1/Rif1/Rnf138/Spry4/Srsf3/Srsf7/Tfrc/Twistnb/Ubxn2a/Vegfc/Xrcc5/Zfp42";29
"ES";"ES";"GO:0006281";"DNA repair";"35/558";"481/23328";6.45627188725718e-09;2.16500317286024e-06;1.85362963920989e-06;"4930447C04Rik/Alkbh1/Atrx/Cdk7/Dtl/Etaa1/Gen1/Gtf2h1/Huwe1/Kat7/Mcm3/Mcm6/Mms22l/Msh6/Nabp1/Nucks1/Pms1/Rad21/Rad23b/Rev1/Rif1/Rnf138/Setx/Smarcad1/Tdp2/Trim28/Trip12/Ttc5/Ube2d3/Ube2n/Ubr5/Usp28/Usp7/Xrcc5/Yy1";35
"ES";"ES";"GO:0034660";"ncRNA metabolic process";"33/558";"444/23328";1.05315324798764e-08;3.25991436146329e-06;2.79106929608385e-06;"Adat1/Alkbh1/Cdkal1/Chd7/Dtwd2/Exosc5/Fars2/Farsb/Hnrnpa2b1/Ints6/Kat2b/Lars/Mettl16/Mettl2/Nat10/Ncl/Nol10/Qtrt2/Rcl1/Riok2/Rpl26/Rps14/Rps6/Rrp15/Rsl1d1/Srrt/Tars/Trim71/Trmt11/Utp14a/Utp4/Wdr75/Yars2";33
"ES";"ES";"GO:0006403";"RNA localization";"20/558";"182/23328";1.6294360001577e-08;4.68346461759613e-06;4.00988272820763e-06;"Cct2/Dhx36/G3bp2/Hnrnpa1/Hnrnpa2b1/Hnrnpa3/Hnrnpu/Nop58/Ranbp17/Rbm26/Riok2/Senp2/Slbp/Srsf3/Srsf7/Terf1/Xpot/Ybx1/Ythdc1/Yy1";20
"ES";"ES";"GO:0006338";"chromatin remodeling";"19/558";"167/23328";2.10856404293181e-08;5.65657447250506e-06;4.84303867544969e-06;"Arid1a/Atrx/Bptf/Cecr2/Chd7/Dnmt3b/Hdac4/Hells/Hjurp/Hmgb2/Jarid2/Kat2b/Kdm5b/Nasp/Resf1/Smarcad1/Tet1/Top1/Trim28";19
"ES";"ES";"GO:0019827";"stem cell population maintenance";"19/558";"171/23328";3.10521723938195e-08;7.80962135704561e-06;6.6864315950639e-06;"Arid1a/Cdc73/Crebbp/Dppa2/Mtf2/Nanog/Ncoa3/Raf1/Rbpj/Rest/Rif1/Sall4/Srrt/Ss18/Tcf7l1/Tet1/Tpt1/Zc3h13/Zfp706";19
"ES";"ES";"GO:0034470";"ncRNA processing";"28/558";"355/23328";3.9980961397415e-08;9.46372874489401e-06;8.10264313645445e-06;"Adat1/Alkbh1/Cdkal1/Chd7/Dtwd2/Exosc5/Fars2/Hnrnpa2b1/Ints6/Kat2b/Mettl16/Mettl2/Nat10/Ncl/Nol10/Qtrt2/Rcl1/Riok2/Rpl26/Rps14/Rps6/Rrp15/Rsl1d1/Srrt/Trmt11/Utp14a/Utp4/Wdr75";28
"ES";"ES";"GO:0098727";"maintenance of cell number";"19/558";"175/23328";4.52015720544522e-08;1.01050625526175e-05;8.65173949322936e-06;"Arid1a/Cdc73/Crebbp/Dppa2/Mtf2/Nanog/Ncoa3/Raf1/Rbpj/Rest/Rif1/Sall4/Srrt/Ss18/Tcf7l1/Tet1/Tpt1/Zc3h13/Zfp706";19
"ES";"ES";"GO:0043484";"regulation of RNA splicing";"18/558";"158/23328";4.85372457506315e-08;1.02796777316074e-05;8.80124129317546e-06;"Celf1/Hnrnpa2b1/Hnrnph1/Hnrnph3/Hnrnpu/Ncl/Polr2a/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Setx/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";18
"ES";"ES";"GO:0043414";"macromolecule methylation";"25/558";"297/23328";6.1211613897652e-08;1.23157767162076e-05;1.05445059098429e-05;"Ash2l/Atrx/Crebbp/Dnmt3b/Dnmt3l/Dppa2/Eed/Etf1/Gspt1/Hells/Ilf3/Jarid2/Mettl16/Mettl2/Mtf2/Prmt3/Rbbp5/Rif1/Rlf/Smyd3/Tet1/Tet2/Trim28/Zc3h13/Zfp57";25
"ES";"ES";"GO:0006402";"mRNA catabolic process";"21/558";"217/23328";6.67979431916619e-08;1.24054488767576e-05;1.06212813052286e-05;"Cnot6/Dhx36/Eif3e/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Ybx1/Ythdf3";21
"ES";"ES";"GO:0018205";"peptidyl-lysine modification";"28/558";"364/23328";6.7823030638337e-08;1.24054488767576e-05;1.06212813052286e-05;"Ash2l/Atrx/Brd4/Crebbp/Dnmt3b/Eed/Hat1/Hdac4/Jade1/Jarid2/Kansl1/Kat2b/Kat6b/Kat7/Msl2/Mtf2/Pias2/Rbbp5/Rif1/Rlf/Rnf4/Senp2/Senp6/Sin3a/Smyd3/Tet2/Trim28/Uba2";28
"ES";"ES";"GO:0032259";"methylation";"27/558";"349/23328";1.03663907297917e-07;1.81366766507312e-05;1.55282365485621e-05;"Ash2l/Atrx/Carnmt1/Crebbp/Dnmt3b/Dnmt3l/Dppa2/Eed/Etf1/Gspt1/Hells/Ilf3/Jarid2/Mettl16/Mettl2/Mtf2/Prmt3/Rbbp5/Rif1/Rlf/Smyd3/Tet1/Tet2/Trim28/Trmt11/Zc3h13/Zfp57";27
"ES";"ES";"GO:0006260";"DNA replication";"22/558";"244/23328";1.14868100457209e-07;1.92595515099921e-05;1.64896181051073e-05;"Ankrd17/Atf1/Atrx/Ccne1/Dtl/Etaa1/Gen1/Gmnn/Kat7/Mcm10/Mcm3/Mcm6/Mms22l/Nasp/Nucks1/Orc5/Rbbp6/Senp2/Sin3a/Terf1/Tipin/Top1";22
"ES";"ES";"GO:0006417";"regulation of translation";"27/558";"355/23328";1.46326037400739e-07;2.35526389800229e-05;2.01652682278997e-05;"Alkbh1/Caprin1/Cnbp/Cnot6/Dapk1/Dhx36/Eif2s1/Eif3e/Eif4g2/Eif5/Etf1/Gspt1/Ilf3/Mettl16/Nat10/Ncl/Ptcd3/Pum1/Pum2/Pym1/Rpl26/Syncrip/Tardbp/Tcof1/Trim71/Ythdf3/Zfp706";27
"ES";"ES";"GO:0050684";"regulation of mRNA processing";"17/558";"154/23328";1.81118750003744e-07;2.8031609615964e-05;2.40000675612248e-05;"Cdc73/Celf1/Dhx36/Hnrnpa2b1/Hnrnpu/Ncl/Papola/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";17
"ES";"ES";"GO:0002181";"cytoplasmic translation";"13/558";"91/23328";2.54570994972393e-07;3.79405068062558e-05;3.24838544461848e-05;"Cnbp/Dhx36/Eif3a/Eif4b/Eif4h/Eif5/Etf1/Gspt1/Rpl17/Rpl26/Rpl8/Rps23/Zc3h15";13
"ES";"ES";"GO:0070936";"protein K48-linked ubiquitination";"11/558";"63/23328";2.65652610244624e-07;3.81780751294417e-05;3.26872553883704e-05;"Cul1/Fbxo38/Rnf146/Rnf4/Skp2/Ube2d3/Ube2g1/Ube2k/Ube2q2/Ubr5/Znrf1";11
"ES";"ES";"GO:0006479";"protein methylation";"18/558";"183/23328";4.53332500543516e-07;6.08069994062369e-05;5.2061658746629e-05;"Ash2l/Atrx/Crebbp/Dnmt3b/Dppa2/Eed/Etf1/Gspt1/Ilf3/Jarid2/Mtf2/Prmt3/Rbbp5/Rif1/Rlf/Smyd3/Tet1/Tet2";18
"ES";"ES";"GO:0008213";"protein alkylation";"18/558";"183/23328";4.53332500543516e-07;6.08069994062369e-05;5.2061658746629e-05;"Ash2l/Atrx/Crebbp/Dnmt3b/Dppa2/Eed/Etf1/Gspt1/Ilf3/Jarid2/Mtf2/Prmt3/Rbbp5/Rif1/Rlf/Smyd3/Tet1/Tet2";18
"ES";"ES";"GO:0043161";"proteasome-mediated ubiquitin-dependent protein catabolic process";"28/558";"405/23328";6.04086867582959e-07;7.84143727468977e-05;6.71367170661808e-05;"Atxn3/Cdc26/Csnk1a1/Cul1/Cul2/Cul3/Fbxo22/Fbxo38/Gid8/Huwe1/N4bp1/Nedd4/Pcbp2/Plaa/Psma6/Psmb1/Rad23b/Rnf4/Skp2/Stt3b/Trim71/Ube2d3/Ube2g1/Ube2k/Ubxn2a/Usp7/Wac/Znrf1";28
"ES";"ES";"GO:0048024";"regulation of mRNA splicing, via spliceosome";"14/558";"116/23328";7.38219005492034e-07;9.28310399406233e-05;7.94799606899812e-05;"Celf1/Hnrnpa2b1/Hnrnpu/Ncl/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";14
"ES";"ES";"GO:0034248";"regulation of cellular amide metabolic process";"28/558";"410/23328";7.71229376173196e-07;9.38482388671944e-05;8.03508647620402e-05;"Alkbh1/Caprin1/Cnbp/Cnot6/Dapk1/Dhx36/Eif2s1/Eif3e/Eif4g2/Eif5/Etf1/Gspt1/Ilf3/Mettl16/Nat10/Ncl/Picalm/Ptcd3/Pum1/Pum2/Pym1/Rpl26/Syncrip/Tardbp/Tcof1/Trim71/Ythdf3/Zfp706";28
"ES";"ES";"GO:1902275";"regulation of chromatin organization";"19/558";"210/23328";7.92952316472319e-07;9.38482388671944e-05;8.03508647620402e-05;"Atrx/Dnmt3b/Dppa2/Eed/Hnrnpu/Jarid2/Kat2b/Kat7/Mier1/Mtf2/Resf1/Rif1/Sin3a/Tet1/Tlk1/Trim28/Trip12/Ube2n/Ubr5";19
"ES";"ES";"GO:0042254";"ribosome biogenesis";"23/558";"296/23328";8.45856118803754e-07;9.72492863447516e-05;8.32627692284116e-05;"Chd7/Exosc5/Gtpbp10/Kat2b/Mettl16/Nat10/Ncl/Nol10/Nop58/Pten/Rcl1/Riok2/Rpl26/Rps14/Rps5/Rps6/Rrn3/Rrp15/Rsl1d1/Utp14a/Utp4/Wdr75/Xrcc5";23
"ES";"ES";"GO:0006401";"RNA catabolic process";"21/558";"254/23328";9.32540529635453e-07;0.000104237308090363;8.92457647221298e-05;"Cnot6/Dhx36/Eif3e/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Ybx1/Ythdf3";21
"ES";"ES";"GO:0044270";"cellular nitrogen compound catabolic process";"27/558";"391/23328";9.81217959602821e-07;0.000106714082957885;9.13663266509255e-05;"Cnot6/Dhx36/Dut/Eif3e/Enpp3/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Nudt4/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Tet1/Tet2/Trim71/Upp1/Ybx1/Ythdf3";27
"ES";"ES";"GO:1901361";"organic cyclic compound catabolic process";"29/558";"442/23328";1.10663339144671e-06;0.000117186651767936;0.000100332717180196;"Cnot6/Dhx36/Dut/Eif3e/Enpp3/Etf1/Exosc5/Gspt1/Hnrnpu/Hsd17b11/Mettl16/Noct/Nudt4/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Tet1/Tet2/Trim71/Upp1/Ybx1/Ythdf3/Ywhah";29
"ES";"ES";"GO:0007059";"chromosome segregation";"24/558";"324/23328";1.1522315231038e-06;0.00011888665766589;0.000101788226049089;"4930447C04Rik/Atrx/Brd4/Ccnb1ip1/Ccne1/Cdc26/Cdca2/Cul3/Ect2/Gen1/Hjurp/Hnrnpu/Mis12/Pum1/Pum2/Rad21/Riok2/Ska3/Smarcad1/Smc2/Terf1/Tlk1/Top1/Vps4b";24
"ES";"ES";"GO:0043488";"regulation of mRNA stability";"13/558";"104/23328";1.22374734129819e-06;0.000120362488048789;0.000103051800613081;"Dhx36/Hnrnpu/Mettl16/Noct/Pum1/Pum2/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Ybx1/Ythdf3";13
"ES";"ES";"GO:1903312";"negative regulation of mRNA metabolic process";"12/558";"88/23328";1.22635735834998e-06;0.000120362488048789;0.000103051800613081;"Hnrnpa2b1/Hnrnpu/Mettl16/Noct/Pabpc1/Rbmxl1/Srsf10/Srsf7/Syncrip/Taf15/Tardbp/Ybx1";12
"ES";"ES";"GO:0010498";"proteasomal protein catabolic process";"30/558";"470/23328";1.27628259636949e-06;0.000122280027804543;0.000104693557341287;"Atxn3/Cdc26/Csnk1a1/Cul1/Cul2/Cul3/Fbxo22/Fbxo38/Gabarapl2/Gid8/Huwe1/Marchf7/N4bp1/Nedd4/Pcbp2/Plaa/Psma6/Psmb1/Rad23b/Rnf4/Skp2/Stt3b/Trim71/Ube2d3/Ube2g1/Ube2k/Ubxn2a/Usp7/Wac/Znrf1";30
"ES";"ES";"GO:0046700";"heterocycle catabolic process";"27/558";"397/23328";1.3139392029464e-06;0.000122960264015263;0.000105275961107553;"Cnot6/Dhx36/Dut/Eif3e/Enpp3/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Nudt4/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Tet1/Tet2/Trim71/Upp1/Ybx1/Ythdf3";27
"ES";"ES";"GO:0034655";"nucleobase-containing compound catabolic process";"25/558";"352/23328";1.48935210403178e-06;0.000136208019695998;0.000116618407571675;"Cnot6/Dhx36/Dut/Eif3e/Enpp3/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Nudt4/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Upp1/Ybx1/Ythdf3";25
"ES";"ES";"GO:0071826";"ribonucleoprotein complex subunit organization";"17/558";"179/23328";1.53796206823823e-06;0.000137527985835348;0.000117748534487573;"Cdc73/Celf1/Eif3a/Eif4b/Eif4h/Eif5/Hsp90aa1/Kif5b/Luc7l2/Rbmxl1/Rps14/Rps5/Setx/Snrpe/Srsf10/Xrcc5/Ythdc1";17
"ES";"ES";"GO:0051236";"establishment of RNA localization";"16/558";"160/23328";1.57625753356869e-06;0.00013788826771914;0.000118057000168658;"G3bp2/Hnrnpa1/Hnrnpa2b1/Hnrnpa3/Hnrnpu/Ranbp17/Rbm26/Riok2/Senp2/Slbp/Srsf3/Srsf7/Terf1/Xpot/Ybx1/Ythdc1";16
"ES";"ES";"GO:0040029";"regulation of gene expression, epigenetic";"16/558";"163/23328";2.01611079443811e-06;0.000172613400783382;0.000147787920049181;"Arid1a/Ash2l/Cdca4/Cdyl/Dnmt3b/Eed/Hat1/Hdac4/Hells/Hnrnpu/Mier1/Rif1/Rlim/Sin3a/Ythdc1/Zfp57";16
"ES";"ES";"GO:0061013";"regulation of mRNA catabolic process";"14/558";"128/23328";2.44013714884242e-06;0.000200102597815394;0.000171323585500101;"Dhx36/Hnrnpu/Mettl16/Noct/Pabpc1/Pum1/Pum2/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Ybx1/Ythdf3";14
"ES";"ES";"GO:1903313";"positive regulation of mRNA metabolic process";"12/558";"94/23328";2.50398691429756e-06;0.000200102597815394;0.000171323585500101;"Cdc73/Dhx36/Mettl16/Ncl/Pabpc1/Prdx6/Pum1/Rbmxl1/Tardbp/Tra2a/Trim71/Ythdf3";12
"ES";"ES";"GO:0019439";"aromatic compound catabolic process";"27/558";"411/23328";2.53213598243715e-06;0.000200102597815394;0.000171323585500101;"Cnot6/Dhx36/Dut/Eif3e/Enpp3/Etf1/Exosc5/Gspt1/Hnrnpu/Mettl16/Noct/Nudt4/Pabpc1/Pum1/Pum2/Pym1/Smg7/Syncrip/Taf15/Tardbp/Tbrg4/Tet1/Tet2/Trim71/Upp1/Ybx1/Ythdf3";27
"ES";"ES";"GO:0000375";"RNA splicing, via transesterification reactions";"21/558";"271/23328";2.63554614418884e-06;0.000200102597815394;0.000171323585500101;"Cdk13/Celf1/Cwc22/Hnrnpa1/Hnrnpa2b1/Hnrnpu/Luc7l2/Ncl/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Rnpc3/Setx/Snrpe/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";21
"ES";"ES";"GO:0000377";"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile";"21/558";"271/23328";2.63554614418884e-06;0.000200102597815394;0.000171323585500101;"Cdk13/Celf1/Cwc22/Hnrnpa1/Hnrnpa2b1/Hnrnpu/Luc7l2/Ncl/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Rnpc3/Setx/Snrpe/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";21
"ES";"ES";"GO:0000398";"mRNA splicing, via spliceosome";"21/558";"271/23328";2.63554614418884e-06;0.000200102597815394;0.000171323585500101;"Cdk13/Celf1/Cwc22/Hnrnpa1/Hnrnpa2b1/Hnrnpu/Luc7l2/Ncl/Prdx6/Rbm25/Rbm39/Rbmxl1/Rest/Rnpc3/Setx/Snrpe/Srsf10/Srsf3/Srsf7/Tra2a/Ythdc1";21
"ES";"ES";"GO:0022618";"ribonucleoprotein complex assembly";"16/558";"172/23328";4.07414638883055e-06;0.000303599353123225;0.000259935304690885;"Cdc73/Celf1/Eif3a/Eif4b/Eif4h/Eif5/Hsp90aa1/Luc7l2/Rbmxl1/Rps14/Rps5/Setx/Snrpe/Srsf10/Xrcc5/Ythdc1";16
"ES";"ES";"GO:0043487";"regulation of RNA stability";"13/558";"116/23328";4.23987155887146e-06;0.000310204420961795;0.000265590423199737;"Dhx36/Hnrnpu/Mettl16/Noct/Pum1/Pum2/Syncrip/Taf15/Tardbp/Tbrg4/Trim71/Ybx1/Ythdf3";13
"ES";"ES";"GO:1905269";"positive regulation of chromatin organization";"13/558";"117/23328";4.66730111269842e-06;0.000335378922812472;0.000287144295899661;"Dnmt3b/Eed/Jarid2/Kat2b/Kat7/Mier1/Mtf2/Resf1/Rif1/Sin3a/Tet1/Trim28/Ube2n";13
"ES";"ES";"GO:0051052";"regulation of DNA metabolic process";"25/558";"379/23328";5.52958436437379e-06;0.000390369254074388;0.000334225847176277;"Atrx/Cct2/Cct7/Dhx36/Dnmt3l/Gja1/Hnrnpa2b1/Hnrnpu/Hsp90aa1/Kat7/Msh6/Nat10/Nucks1/Rif1/Rlf/Smarcad1/Terf1/Tet1/Tfrc/Trim28/Trip12/Ube2n/Ubr5/Usp7/Xrcc5";25
"ES";"ES";"GO:0000380";"alternative mRNA splicing, via spliceosome";"11/558";"85/23328";5.72767790369622e-06;0.000392369981779232;0.000335938827656019;"Cdk13/Celf1/Hnrnpa1/Hnrnpu/Rbm25/Rbmxl1/Rest/Srsf10/Srsf3/Srsf7/Ythdc1";11
"ES";"ES";"GO:0050657";"nucleic acid transport";"15/558";"157/23328";5.85044704442195e-06;0.000392369981779232;0.000335938827656019;"G3bp2/Hnrnpa1/Hnrnpa2b1/Hnrnpa3/Hnrnpu/Ranbp17/Rbm26/Riok2/Senp2/Slbp/Srsf3/Srsf7/Xpot/Ybx1/Ythdc1";15
"ES";"ES";"GO:0050658";"RNA transport";"15/558";"157/23328";5.85044704442195e-06;0.000392369981779232;0.000335938827656019;"G3bp2/Hnrnpa1/Hnrnpa2b1/Hnrnpa3/Hnrnpu/Ranbp17/Rbm26/Riok2/Senp2/Slbp/Srsf3/Srsf7/Xpot/Ybx1/Ythdc1";15
"ES";"ES";"GO:0006310";"DNA recombination";"21/558";"288/23328";6.8130790972391e-06;0.000447165378872852;0.000382853480446491;"4930447C04Rik/Ccnb1ip1/Gen1/Hmgb2/Icosl/Mcm3/Mcm6/Mms22l/Msh6/Nabp1/Nucks1/Pgbd5/Rad21/Rif1/Rnf138/Setx/Smarcad1/Tfrc/Ube2n/Xrcc5/Yy1";21
"ES";"ES";"GO:0032786";"positive regulation of DNA-templated transcription, elongation";"7/558";"31/23328";6.88972502239484e-06;0.000447165378872852;0.000382853480446491;"Brd4/Cbx7/Cdc73/Cdk13/Eloc/Kat7/Scaf8";7
"ES";"ES";"GO:0016571";"histone methylation";"14/558";"144/23328";9.74474154541729e-06;0.000622426031408876;0.000532907921105276;"Ash2l/Atrx/Crebbp/Dnmt3b/Dppa2/Eed/Jarid2/Mtf2/Rbbp5/Rif1/Rlf/Smyd3/Tet1/Tet2";14
"ES";"ES";"GO:0006364";"rRNA processing";"17/558";"206/23328";1.0287425494354e-05;0.000646821877957511;0.000553795125707579;"Chd7/Exosc5/Kat2b/Mettl16/Nat10/Ncl/Nol10/Rcl1/Riok2/Rpl26/Rps14/Rps6/Rrp15/Rsl1d1/Utp14a/Utp4/Wdr75";17
"ES";"ES";"GO:2001251";"negative regulation of chromosome organization";"14/558";"147/23328";1.23516140318574e-05;0.000764659920987601;0.000654685550222983;"Atrx/Dnmt3b/Gen1/Hnrnpu/Jarid2/Mtf2/Nat10/Rad21/Sin3a/Terf1/Tet1/Trip12/Ubr5/Xrcc5";14
"ES";"ES";"GO:0006302";"double-strand break repair";"18/558";"235/23328";1.58200030630611e-05;0.000964540792814514;0.000825819298650702;"4930447C04Rik/Gen1/Mcm3/Mcm6/Mms22l/Nabp1/Nucks1/Rad21/Rif1/Rnf138/Setx/Smarcad1/Tdp2/Trip12/Ube2n/Ubr5/Xrcc5/Yy1";18
"ES";"ES";"GO:0071824";"protein-DNA complex subunit organization";"17/558";"214/23328";1.69287474303233e-05;0.00101673551730777;0.000870507310910418;"Arid1a/Atrx/Bptf/Gtf2e1/Hat1/Hells/Hjurp/Kat6b/Mcm3/Mcm6/Mis12/Nasp/Rnf4/Senp6/Set/Smyd3/Terf1";17
